page_url	image_url	author	title	annotation	genre
https://www.biblio-globus.ru/product/10860955	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10860955.jpg	Паустовский К.Г. 	Золотая роза	Константин Георгиевич Паустовский (1892 - 1968) - выдающийся русский писатель, воспевший  в своих произведениях Мещерский край и прикоснувшийся к основам народного русского языка. Творчество писателя многопланово: его перу были...	Классическая литература
https://www.biblio-globus.ru/product/10860811	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10860811.jpg	Герцен А.И. 	Былое и думы. Эмиграция	"«Былое и думы» — автобиографическая хроника, признанная литературоведами и историками отечественной прозы главным произведением автора и одним из ключевых литературных произведений XIX столетия в мемуарном жанре. 
В эту книгу..."	Классическая литература
https://www.biblio-globus.ru/product/10859550	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10859550.jpg	Распутин В.	Прощание с Матерой.Деньги для марии	Потрясающие повести Валентина Григорьевича Распутина, включенные в книгу, проникнуты любовью к родной земле и искренней болью за нравственное состояние общества. В «Прощании с Матёрой» автор повествует о «малой» родине, без...	Классическая литература
https://www.biblio-globus.ru/product/10859754	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10859754.jpg	Мориак Франсуа 	Дорога в никуда	Франция незадолго до Первой мировой войны. Еще сильны старые буржуазные предрассудки в провинциальном высшем свете, еще царит там снобизм и двойная мораль. Однако в воздухе уже витает дух перемен, который беспощадно уничтожит...	Классическая литература
https://www.biblio-globus.ru/product/10859758	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10859758.jpg	Дойл А.К. 	Записки о Шерлоке Холмсе	В сборник вошли рассказы: Союз рыжих, Берилловая диадема, Переводчик с греческого, Происшествие в Эбби-Грейндж и другие. А также одна из самых известных историй о Холмсе и Уотсоне — роман Собака Баскервилей, в котором...	Классическая литература
https://www.biblio-globus.ru/product/10859519	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10859519.jpg	Лондон Дж. 	Мартин Иден	Выдающийся роман Джека Лондона о человеке из низов, простом моряке, добившемся успеха, о поиске места в жизни, муках творчества и муках любви. Герой этого, во многом автобиографичного произведения, проходит через тяжелые...	Классическая литература
https://www.biblio-globus.ru/product/10858418	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10858418.jpg	Чехов А.П. 	Вишневый сад. Пьесы. Драма на охоте	Пьесы Чайка, Дядя Ваня, Три сестры, Вишневый сад сделали имя А.П. Чехова бессмертным в истории мировой драматургии. Современники называли Антона Павловича Чехова поэтом серых будней, но ранняя повесть Драма на охоте...	Классическая литература
https://www.biblio-globus.ru/product/10858431	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10858431.jpg	Цвейг С. 	Письмо незнакомки	Австрийскому писателю Стефану Цвейгу, как никому другому, удалось откровенно, и вместе с тем максимально тактично, передать словами всю остроту чувственных переживаний и тончайшие движения человеческой души. Новеллы Цвейга...	Классическая литература
https://www.biblio-globus.ru/product/10858636	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10858636.jpg	Оруэлл Д. 	1984 (новый перевод). Скотный двор	"1984. 
Своеобразный антипод второй великой антиутопии XX века — О дивный новый мир Олдоса Хаксли. Что, в сущности, страшнее: доведенное до абсурда общество потребления — или доведенное до абсолюта общество идеи? По..."	Классическая литература
https://www.biblio-globus.ru/product/10851200	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10851200.jpg	Лесков Н.	Леди Макбет Мценского уезда.Вешние воды.Крейцерова соната	Три повести классиков мировой литературы - Н. Лескова, И. Тургенева и JI. Толстого - объединяет тема трагической любви, буквально переломившей жизнь героев: это и безрассудная, всепоглощающая страсть в Леди Макбет Мценского...	Классическая литература
https://www.biblio-globus.ru/product/10851169	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10851169.jpg	Рапонган С. 	Черные крылья	Сьяман Рапонган – тайваньский писатель, представитель народа тао. В романе «Черные крылья» история дружбы и взросления четырех мальчишек развивается на фоне необъятных просторов, окружающих Орхидеевый остров в Тихом океане....	Классическая литература
https://www.biblio-globus.ru/product/10851146	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10851146.jpg	Достоевский Ф.М. 	Бесы (замена картинки)	Бесы (1871-1872 гг.) — наверное, самый пророческий роман Достоевского. Изначально задуманный как острополитическая вещь, основанная на впечатлениях писателя от нечаевского процесса: группу революционеров судили за убийство...	Классическая литература
https://www.biblio-globus.ru/product/10851254	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10851254.jpg	Пушкин А.С., худож.Кузьмин  Н.В.; примеч. Цявловской Т.Г. 	Эпиграммы.	В издании представлены знаменитые и малоизвестные эпиграммы А. С. Пушкина с иллюстрациями Н. В. Кузьмина и примечаниями Т. Г. Цявловской.	Классическая литература
https://www.biblio-globus.ru/product/10850861	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10850861.jpg	Бажов  П.П.	Медной горы Хозяйка. Сказы (с иллюстрациями)	В книгу включены сказы П. П. Бажова, которые изучают  в 5 классе.	Классическая литература
https://www.biblio-globus.ru/product/10849347	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10849347.jpg	Гоголь Н.В. 	Мертвые души.: поэма в двух томах.	"В книгу вошла поэма Н. В. Гоголя «Мертвые души» в дух томах. История похождений авантюриста Чичикова давно стала русской «одиссеей», а сам он вместе с другими героями превратился в нарицательного персонажа.
Издание содержит..."	Классическая литература
https://www.biblio-globus.ru/product/10849289	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10849289.jpg	Санд Ж. 	Консуэло. Графиня Рудольштадт	Знаменитая дилогия, которая в свое время стала сенсацией и в Европе, и в России. Жорж Санд сводит своих героев в Венеции и Вене, в Богемии и Пруссии, создавая особый мир, где царствует самозабвенная и страстная любовь, а...	Классическая литература
https://www.biblio-globus.ru/product/10845347	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10845347.jpg	Гарди Т. 	Тэсс из рода д`Эрбервиллей	Любовь и преступление причудливо переплелись в судьбе юной Тэсс, нищей наследницы древнего рода, обреченной на роль содержанки - и готовой переломить эту судьбу ценой собственной жизни! Став жертвой богатого повесы-соблазнителя,...	Классическая литература
https://www.biblio-globus.ru/product/10845114	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10845114.jpg	Чехов А.П. 	Вишневый сад (новая обложка)	В этот сборник вошли лучшие пьесы Чехова – «Чайка», «Дядя Ваня», «Три сестры» и «Вишневый сад». Главным достоинством всех чеховских пьес и его новаторством было то, что он впервые сделал предметом исследования мельчайшие детали...	Классическая литература
https://www.biblio-globus.ru/product/10843303	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10843303.jpg	Бем Ю.	Плюшевая девочка	В своей дебютной работе Юкка Бем поднимаетостросоциальную проблему погони за вниманием в социальных сетях и опасностях, к которым это приводит.«Плюшевая девочка» — роман о болезненном пересечении грани между детством и взрослым...	Классическая литература
https://www.biblio-globus.ru/product/10844260	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10844260.jpg	Сэй-Сенагон 	Записки у изголовья	Грустные и веселые бытовые сценки придворной жизни. Великосветские анекдоты (порою весьма ядовитые). Картины природы. Философские размышления. Прозрачный, хрустальный язык. Острый и язвительный ум рассказчика. Незаурядная...	Классическая литература
https://www.biblio-globus.ru/product/10842805	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10842805.jpg	Оруэлл Д. 	Скотный двор с иллюстрациями Криса Моулда	"Повесть-притча Джорджа Оруэлла об эволюции общества животных, изгнавших со скотного двора его предыдущего владельца,
жестокого мистера Джонса, от безграничной свободы к диктатуре.

Иллюстрации Криса Моулда, британского..."	Классическая литература
https://www.biblio-globus.ru/product/10842786	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10842786.jpg	Гарди Т. 	В краю лесов	Образованная девушка среднего класса должна выйти замуж за мужчину своего круга, уверен отец Грейс Мелбери. Равнодушный к чувствам дочери, он заставляет ее разорвать отношения с невежественным, но честным и добрым лесником...	Классическая литература
https://www.biblio-globus.ru/product/10840555	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10840555.jpg	Чехов А.П. 	Вишневый сад. Пьесы	Чехов – признанный мастер «короткой прозы», каждый рассказ которого – вся человеческая жизнь в ее трагикомической полноте, а всякая деталь, по слову Л.Н. Толстого, «либо нужна, либо прекрасна». Пьесы писателя были новаторскими во...	Классическая литература
https://www.biblio-globus.ru/product/10837677	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10837677.jpg	Олкотт Л.М. 	Роза и семь братьев	"Основные темы тетралогии «Маленькие женщины» Олкотт продолжает в другом своем романе – «Роза и семь братьев». 
Когда застенчивая и хрупкая Роза осталась сиротой, ее судьбой занялась вся многочисленная семья Кэмпбеллов. Привыкшая..."	Классическая литература
https://www.biblio-globus.ru/product/10838825	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10838825.jpg	Диккенс Ч. 	Тайна Эдвина Друда	"Одно из самых загадочных произведений мировой литературы, входящее в культовый американский список «100 лучших детективных романов всех времен».
Последний роман Диккенса, так и оставшийся, увы, незаконченным. И вот уже почти..."	Классическая литература
https://www.biblio-globus.ru/product/10838991	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10838991.jpg	Мольер  Ж.Б.	Мещанин во дворянстве и другие пьесы	Господин Журден страстно мечтает попасть в высшее общество. Для этого он изо всех сил пытается подражать дворянам: заказывает портному костюмы, которые на самом деле выглядят нелепо; берет уроки музыки, танцев и фехтования,...	Классическая литература
https://www.biblio-globus.ru/product/10834018	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10834018.jpg	Мериме П.	Хроника времен Карла IX	Хроника времен Карла IX - одно из самых знаменитых исторических произведений прославленного французского писателя Проспера Мериме (1803-1870). Это увлекательное повествование о людях, живших во Франции в XVI веке, об их...	Классическая литература
https://www.biblio-globus.ru/product/10832308	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10832308.jpg	Катаев В.	На полях романа. Рассказы	"Валентин Петрович Катаев - признанный классик русской советской литературы. Его романы, повести, сказки для детей издаются и переиздаются.
Менее известна его малая проза - при том, что он писал рассказы на протяжении едва ли не..."	Классическая литература
https://www.biblio-globus.ru/product/10833356	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10833356.jpg	Айтматов  Ч.Т.	Белый пароход	Чингиз Айтматов - всемирно известный киргизский писатель, писавший на русском языке, он - автор многих произведений, в центре которых человек в современном мире. Его творческий почерк неповторим и узнаваем, его романы и повести...	Классическая литература
https://www.biblio-globus.ru/product/10830103	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10830103.jpg	Аксаков, Пушкин, Даль С. Т., А. С., В. И.	Детские годы Багрова - внука / Капитанская дочка / Предания, сказки, притчи	Подарочное издание Оренбуржье литературное в футляре приурочено к 230-летию С.Т. Аксакова, 220-летию В.И. Даля и 185-летию первой публикации романа Капитанская дочка А.С. Пушкина. Три тома в мягком переплете оформлены...	Классическая литература
https://www.biblio-globus.ru/product/10832868	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10832868.jpg	Моэм  С.	На вилле	Италия, 30-е годы. На роскошной вилле недалеко от Флоренции отгородилась от мира легкомысленная компания эстетствующих светских львов и львиц и их богемных приятелей. Они развлекаются изысканными разговорами и любовными...	Классическая литература
https://www.biblio-globus.ru/product/10832200	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10832200.jpg	Достоевский Ф.	Бесы	«Бесы» — один из самых важных романов Ф. М. Достоевского. Когда уже написаны были «Записки из Мертвого дома», «Записки из подполья», «Преступление и наказание» и «Идиот», Достоевский все еще испытывал острое чувство...	Классическая литература
https://www.biblio-globus.ru/product/10830716	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10830716.jpg	Честерфилд 	Письма к сыну	Филип Дормер Стенхоп, 4-й граф Честерфилд — английский государственный деятель и публицист. Изданные после его смерти «Письма к сыну» — великолепный образец эпистолярной прозы XVIII века. Эти письма не были предназначены для...	Классическая литература
https://www.biblio-globus.ru/product/10828299	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10828299.jpg	Коллинз У.	Лунный камень	Романы Уилки Коллинза полны тайн. Знаменитый английский писатель заставляет разгадывать их не только своих героев, но и читателей, которым он дает в руки лишь ниточку от клубка запутанных событий. И хотя Коллинз признан...	Классическая литература
https://www.biblio-globus.ru/product/10828306	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10828306.jpg	Лондон Д.	Смок Беллью. Смок и Малыш	Золотая лихорадка на Клондайке в конце XIX века захватила искателей приключений со всего света. Кит Беллью решил на время сбежать от утомительной конторской работы, чтобы помочь кузенам-золотоискателям переправиться через перевал...	Классическая литература
https://www.biblio-globus.ru/product/10829661	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10829661.jpg	Оруэлл Дж. 	Скотный двор. Эссе	Повесть-притча Скотный двор Джорджа Оруэлла полна острого сарказма и политической сатиры. Обитатели фермы олицетворяют самые ужасные людские пороки, а сама ферма становится символом тоталитарного общества. Как будут...	Классическая литература
https://www.biblio-globus.ru/product/10829367	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10829367.jpg	Астафьев В.	Конь с розовой гривой	«Васюткино озеро», «Конь с розовой гривой», «Монах в новых штанах» и другие рассказы большого русского писателя Виктора Петровича Астафьева, собранные в книге, написаны в разное время. «Почти все они о моей родине – Сибири, о...	Классическая литература
https://www.biblio-globus.ru/product/10827340	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10827340.jpg	Гоголь Н.В.	Тарас Бульба	В настоящей книге публикуются две повести Н. В. Гоголя (Тарас Бульба и Вий) из цикла Миргород, который автор задумывал, как известно, как продолжение Вечеров на хуторе близ Диканьки, предполагая и дальше знакомить...	Классическая литература
https://www.biblio-globus.ru/product/10823581	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10823581.jpg	Акутагава Р. 	В стране водяных	Этот сборник представляет собой исключительное по богатству собрание произведений великого японского писателя, относящихся к разнообразным жанрам «малой» прозы. Реалистические новеллы и рассказы, действие которых относится к...	Классическая литература
https://www.biblio-globus.ru/product/10822420	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10822420.jpg	Вересаев В.В.	Записки врача	Викентий Вересаев - врач, замечательный писатель и переводчик. После выхода в свет Записок врача, автобиографической повести, которая была опубликована в 1901 году, к автору пришла известность. Книга вызвала жаркие споры и...	Классическая литература
https://www.biblio-globus.ru/product/10820739	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10820739.jpg	Пропп  В.Я.	Исторические корни волшебной сказки	Как далеко во тьму веков уходят корни волшебной народной сказки? Каков скрытый изначальный смысл действий ее героев, тысячелетия назад стершийся из народной памяти, сохранившей лишь сказочные сюжеты? Зачем на самом деле...	Классическая литература
https://www.biblio-globus.ru/product/10820706	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10820706.jpg	Оруэлл  Д.	1984	Великая антиутопия XX века с иллюстрациями знаменитого аргентинского художника Луиса Скафати, которому пришлось в реальном мире столкнуться с ужасами, описанными Джорджем Оруэллом. Личный взгляд художника открывает культовый...	Классическая литература
https://www.biblio-globus.ru/product/10817238	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10817238.jpg	Ремарк  Э.М.	Приют Грез	"Первый роман Ремарка, в котором нет ни слова о войне.  
«Приют Грез» –  островок умиротворения среди океана горестей и невзгод, а его хозяин, талантливый художник и композитор Фриц – прекрасный врачеватель душ. Здесь царит..."	Классическая литература
https://www.biblio-globus.ru/product/10814569	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10814569.jpg	Бернетт Ф.	Таинственный сад : [роман]	В центре романа Таинственный сад - десятилетняя Мери Леннокс, вернувшаяся из Индии в Англию после смерти родителей. В поместье ее дяди Арчибальда Крэвена Мери вынуждена привыкать к совершенно другой жизни, непохожей на ту, что...	Классическая литература
https://www.biblio-globus.ru/product/10799468	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10799468.jpg	Кессель Ж.	Сибирские ночи	Книгу французского классика, опубликованную в 1928 г., литературоведы называют жемчужиной культурного вклада русской диаспоры в западное искусство. Родившийся в Аргентине, но проведший детство в Оренбурге - на родине своих...	Классическая литература
https://www.biblio-globus.ru/product/10777204	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10777204.jpg	Пушкин А.С. 	Гробовщик.	Гробовщик	Классическая литература
https://www.biblio-globus.ru/product/10799760	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10799760.jpg	Прево А.Ф. (аббат Прево)	Занимательные истории, новеллы и фаблио	Читателю сборника предлагается погрузиться в XVIII век — один из самых ярких в истории человечества. Проводниками послужат великие французские писатели Маркиз де Сад и Аббат Прево, впервые объединенные под одной обложкой....	Классическая литература
https://www.biblio-globus.ru/product/10796482	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10796482.jpg	Лермонтов М.Ю.	Герой нашего времени : [роман]	"Герой нашего времени (1840) по праву считается первым психологическим романом в русской литературе.
В основе повествования — история жизни главного героя, Григория Печорина. Произведение состоит из пяти частей, расположенных..."	Классическая литература
https://www.biblio-globus.ru/product/10793465	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10793465.jpg	Достоевский  Ф.	Записки из Мертвого дома	Ф. М. Достоевский - создатель полифонического романа, по мнению М. М. Бахтина, создал книгу очерков Записки из Мертвого дома под впечатлением от заключения в Омском остроге. Это произведение великого мыслителя, главной идеей...	Классическая литература
https://www.biblio-globus.ru/product/10793846	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10793846.jpg	Гончаров И.	Обломов	Обломов И.А. Гончарова (1812 - 1891) - один из самых значительных и до конца не прочитанных романов русской литературы XIX века, которому ещё в 1859 г. Л.Н. Толстой предсказывал успех не случайный, не с треском, а здоровый,...	Классическая литература
https://www.biblio-globus.ru/product/10791889	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10791889.jpg	Достоевский Ф.	Преступление и наказание	«Преступление и наказание» — известнейшее произведение Фёдора Михайловича Достоевского, глубокое художественно-философское исследование человеческой приро-ды, в котором нашла яркое отражение социальная жизнь России 60-х годов XIX...	Классическая литература
https://www.biblio-globus.ru/product/10790089	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10790089.jpg	Гоголь  Н.В.	Ревизор (с ил. и коммент.)	В издании приводится текст бессмертной комедии Н. В. Гоголя «Ревизор» с постраничными комментариями Владислава Суркова и замечательными иллюстрациями Марии Филипповой. Книга подготовлена с использованием современных издательских...	Классическая литература
https://www.biblio-globus.ru/product/10788680	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10788680.jpg	Достоевский Ф.М.	Дневник писателя	«Дневник писателя» Ф. М. Достоевского — произведение, не имеющее аналогов в мировой литературе. В январе–августе 1873 года под таким названием Достоевский вел рубрику в журнале «Гражданин»; позднее, вернувшись к публицистике,...	Классическая литература
https://www.biblio-globus.ru/product/10782392	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10782392.jpg	Красавин Ю.В.	Письмена.	Это романтическое повествование, основанное на древнеславянских преданиях, действие которого отдалено в глубь истории, в то время, когда ходил на Русь апостол Андрей. Случилось, что с южной стороны нагрянуло моровое поветрие...	Классическая литература
https://www.biblio-globus.ru/product/10778781	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10778781.jpg	Пруст  М.	Германт	"Третий том эпопеи Пруста «В поисках утраченного времени» был впервые опубликован в 1921 году.
Молодой Марсель с неожиданной легкостью делает первые шаги в преисполненном изощренного снобизма избранном обществе аристократического..."	Классическая литература
https://www.biblio-globus.ru/product/10778540	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10778540.jpg	Достоевский Ф.М. Ф.М.	Игрок	"Роману Игрок присущи сильные автобиографические мотивы, ведь азартным игроком был сам Достоевский.
История создания этой книги очень интересна: проигравшийся до последнего гроша в Висбадене, отчаянно нуждающийся в деньгах..."	Классическая литература
https://www.biblio-globus.ru/product/10775122	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10775122.jpg	Достоевский Ф.М.	Братья Карамазовы : [роман]	"Братья Карамазовы (1880 г.) — последний роман Достоевского, вершина его творчества, в каком-то смысле  главный труд всей его жизни и одно из величайших произведений в истории мировой литературы.
Загадка, связанная со смертью и..."	Классическая литература
https://www.biblio-globus.ru/product/10771899	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10771899.jpg	Диккенс Ч.	Посмертные записки Пиквикского клуба: роман в 2 т. Т.2. Гл. XXХ-LVII.	Роман «Посмертные записки Пиквикского клуба», написанный Чарльзом Диккенсом в 1836—1837 годах, — одно из лучших произведений этого автора и один из классических образцов английской юмористической литературы. Многие известные...	Классическая литература
https://www.biblio-globus.ru/product/10773106	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10773106.jpg	Гофман Э.Т.А.	Эликсиры сатаны : [роман]	"Одно из самых интересных и необычных произведений великого Гофмана. Шедевр готического романа.
История сына великого грешника - молодого монаха-цистерцианца из удаленной германской обители, отправленного в Рим и ставшего..."	Классическая литература
https://www.biblio-globus.ru/product/10771259	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10771259.jpg	Сологуб В.	Тарантас. Повести и рассказы	Владимир Александрович Соллогуб вошёл в историю русской литературы как талантливый прозаик, критически изображающий отдельные стороны жизни светского общества. Белинский называл имя Соллогуба в числе наследников традиции Пушкина...	Классическая литература
https://www.biblio-globus.ru/product/10769929	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10769929.jpg	Булгаков М.А. 	Мастер и Маргарита	«Мастер и Маргарита» – культовый  роман, ярчайший шедевр русской литературы, так до конца и не понятый, загадочный и манящий. Нечистая сила во главе с самим Дьяволом Воландом однажды весенним днем появляется в Москве, чтобы...	Классическая литература
https://www.biblio-globus.ru/product/10761100	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10761100.jpg	Коллинз У.	Когда опускается ночь	Уилки Коллинз — один из самых известных писателей Викторианской эпохи. Романы «Женщина в белом» и «Лунный камень», выходившие в журнале Чарльза Диккенса «Круглый год», в буквальном смысле слова свели с ума всю Европу. Мастер...	Классическая литература
https://www.biblio-globus.ru/product/10755879	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10755879.jpg	Оруэлл Дж.	Да здравствует фикус!:[роман]	Роман Да здравствует фикус! Джорджа Оруэлла (1903- 1950), автора знаменитой антиутопии 1984, во многом автобиографичен. Главный герой, талантливый и непризнанный поэт, презирает материальное благополучие и пошлость обыденной...	Классическая литература
https://www.biblio-globus.ru/product/10754838	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10754838.jpg	Лесков Н.С. Н.С.	Очарованный странник	"Повесть «Очарованный странник» представляет собой один из нестареющих шедевров сказовой прозы Лескова — писателя, в совершенстве владевшего этой литературной формой. 
Увлекательная история бурной, полной приключений жизни старого..."	Классическая литература
https://www.biblio-globus.ru/product/10753373	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10753373.jpg	Осоргин Михаил	Старинные рассказы	Михаил Андреевич Осоргин — известный русский писатель, журналист, яркий представитель эмигрантской литературы. В 1922 году вместе с другими оппозиционными писателями и учёными был выслан из страны на «философском пароходе». Но...	Классическая литература
https://www.biblio-globus.ru/product/10749164	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10749164.jpg	Достоевский Ф.М.	Повести и рассказы : [сборник]	Гений Достоевского поистине универсален — в своих «малых» произведениях, как и в великих романах, он выступает и тонким психологом,  и внимательным наблюдателем, и талантливым сатириком. Его «Дядюшкин сон», «Господин Прохарчин» и...	Классическая литература
https://www.biblio-globus.ru/product/10744688	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10744688.jpg	Замятин Е.И. 	Бич Божий	«Бичом Божьим» прозвали когда-то обезумевшие от ужаса римляне великого завоевателя — царя гуннов Аттилу, буквально швырнувшего Европу под копыта коней своих бесчисленных степных орд. Детству и юности этого незаурядного...	Классическая литература
https://www.biblio-globus.ru/product/10743935	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10743935.jpg	Бунин И.А.	Время, Пространство, Число... Избранные стихи с иллюстрациями русских и французских импрессинистов.	«Назвать меня реалистом, — заявлял первый русский лауреат Нобелевский премии по литературе И. А. Бунин, — значит не знать меня как художника». При всей кажущейся традиционности Бунин выразил практически все мотивы литературного...	Классическая литература
https://www.biblio-globus.ru/product/10743149	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10743149.jpg	Оруэлл Д.	1984 (новый перевод): [роман]	1984 - последняя книга Джорджа Оруэлла, он опубликовал ее в 1949 году, за год до смерти. Роман-антиутопия прославил автора и остается золотым стандартом жанра. Действие происходит в Лондоне, одном из главных городов...	Классическая литература
https://www.biblio-globus.ru/product/10737414	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10737414.jpg	Пастернак Б.Л. 	Доктор Живаго	"Как обещало, не обманывая, проникло солнце утром рано, 
  косою полосой шафрановою от занавеси до дивана...
Самые лучшие, самые сокровенные стихи Б.Пастернак вложил в уста своего любимого героя Юрия Живаго. Этот роман - о..."	Классическая литература
https://www.biblio-globus.ru/product/10736770	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10736770.jpg	Додж  М.М.	Серебряные коньки	В удивительной Голландии, которую можно пересечь по бесконечным каналам вдоль и поперек, в маленьком городке Бруке намечаются состязания юных конькобежцев. Победителя ждет заветный для каждого приз — серебряные коньки. Но больше...	Классическая литература
