page_url	image_url	author	title	annotation	genre
https://www.biblio-globus.ru/product/10567224	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10567224.jpg	Гоголь Н. В. 	Нос	Подарочное издание классического произведения Н.В. Гоголя Нос, с иллюстрациями современного художника-графика Олега Корытова. Дизайн обложки - блинтованное тиснение на брутальном крафте в обрез.    Сам текст произведения...	Классическая литература
https://www.biblio-globus.ru/product/10044586	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10044586.jpg	Толстой Л. Н.	Война и мир. В 2 т.	«Война и мир» Л. Н. Толстого — книга на все времена. Кажется, что она существовала всегда, настолько знакомым кажется текст, едва мы открываем первые страницы романа, настолько памятны многие его эпизоды: охота и святки, первый...	Классическая литература
https://www.biblio-globus.ru/product/10894146	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10894146.jpg	Набоков В.В. 	Поэмы 1918-1947. Жалобная песнь Супермена	Все мы привыкли думать о Владимире Набокове как о великолепном прозаике, уникальном, ни на кого не похожем стилисте. Широкой публике гораздо менее известен Набоков-поэт. В настоящее издание вошли как известные, так и никогда...	Классическая литература
https://www.biblio-globus.ru/product/10887280	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10887280.jpg	Олкотт Л.М. 	Маленькие женщины	"В Америке началась Гражданская война, глава семейства Марч ушел на фронт, а все заботы по дому легли на плечи его жены и дочерей. 
Старшая из сестер, шестнадцатилетняя Маргарет - женственная и романтичная красавица с прекрасными..."	Классическая литература
https://www.biblio-globus.ru/product/10893153	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10893153.jpg	Набоков В. В.	Истинная жизнь Севастьяна Найта	«Истинная жизнь Севастьяна Найта» — первый англоязычный роман Владимира Набокова, оконченный в 1939 году в Париже и два года спустя опубликованный в США. Его лабиринтообразная структура и квазидетективный сюжет предопределили...	Классическая литература
https://www.biblio-globus.ru/product/10835727	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10835727.jpg	Старшинов А	Завещание императора	Дакия разгромлена. Римский император Траян — победитель, в Риме он выстроил новый грандиозный Форум как символ своей победы. Его центурион Гай Приск вернул себе имущество отца и звание римского всадника. Он женат и счастлив. Но...	Классическая литература
https://www.biblio-globus.ru/product/10275510	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10275510.jpg	Гёте И. В.	Малое собрание сочинений	Иоганн Вольфганг Гёте - поэт, общественный деятель, мыслитель и естествоиспытатель, проживший жизнь, богатую яркими событиями, впечатлениями и кипучей деятельностью, - составляет вечную гордость и славу Германии. В настоящем томе...	Классическая литература
https://www.biblio-globus.ru/product/10182039	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10182039.jpg	Лондон Дж.	Смок Беллью ; Смок и Малыш	Два цикла рассказов американского писателя Джека Лондона, «Смок Беллью» и «Смок и Малыш» (1911), объединены образом главного героя — молодого писателя из Сан-Франциско, который променял унылую жизнь газетного клерка на...	Классическая литература
https://www.biblio-globus.ru/product/10886876	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10886876.jpg	Булгаков М.	&quot;Мне нужно видеть свет...&quot;. Дневники, письма, документы	В настоящее издание включены дневники и письма, а также документальные материалы, освещающие жизненный и творческий путь М. А. Булгакова с 1914 по 1940 г. По сути это не что иное, как его жизнеописание, составленное по дневникам...	Классическая литература
https://www.biblio-globus.ru/product/10747756	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10747756.jpg	Лермонтов М.Ю.	Герой нашего времени	«Герой нашего времени» — самое крупное и значительное произведение Михаила Юрьевича Лермонтова, первый в русской литературе социально-психологический роман, герой которого, молодой офицер Григорий Печорин, стал поистине ярким...	Классическая литература
https://www.biblio-globus.ru/product/10864741	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10864741.jpg	Лондон Дж. 	Маленькая хозяйка Большого дома	Дик и Паола – идеальная пара. Сдержанный Дик полностью погружен в работу, да и энергичная Паола сама занимается делами. Их жизнь кипит – в Большом доме часто бывают гости и некогда скучать. Для личного общения у супругов почти...	Классическая литература
https://www.biblio-globus.ru/product/10623698	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10623698.jpg	Саган Ф.	Через месяц, через год	Франсуаза Саган называли Мадемуазель Шанель от литературы. Начиная с самого первого романа «Здравствуй, грусть!» (1954), наделавшего немало шума, ее литературная карьера складывалась блестяще, она с удивительной легкостью...	Классическая литература
https://www.biblio-globus.ru/product/10517619	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10517619.jpg	Диккенс Ч.	Торговый дом Домби и Сын : Торговля оптом, в розницу и на экспорт : роман	«Я беру на себя смелость полагать, что способность (или привычка) пристально и тщательно наблюдать человеческие характеры — редкая способность», – писал Диккенс в предисловии ко второму изданию романа «Торговый дом “Домби и сын”....	Классическая литература
https://www.biblio-globus.ru/product/10405217	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10405217.jpg	Лондон Дж.	Любовь к жизни	Рассказы Джека Лондона, включенные в сборники «Любовь к жизни» (1907) и «Потерявший Лицо» (1910), вновь возвращают читателя к увлекательным странствиям, рискованным приключениям и суровым испытаниям, которые автору довелось...	Классическая литература
https://www.biblio-globus.ru/product/10902606	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10902606.jpg	Толстой Л.Н. 	Анна Каренина	В мире, где сильны традиции, где правят предрассудки и непоколебимые стереотипы, где чувства принято держать под контролем, беда тому, кто осмелится послушаться своего сердца. Ведь сердце не знает правил, а итог может оказаться...	Классическая литература
https://www.biblio-globus.ru/product/10905455	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10905455.jpg	Додж М.М. 	Серебряные коньки	Книги Мэри Мэйп Додж (1831 – 1905) оказали значительное влияние на американскую детскую литературу. Серебряные коньки наиболее известный ее роман о голландских подростках середины XIX века. Занимательный мелодраматический сюжет...	Классическая литература
https://www.biblio-globus.ru/product/10719976	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10719976.jpg	Пастернак Б.	Воздушные пути	Поэзия и проза неотделимы друг от друга. Более того, «проза в ее первородной напряженности и есть поэзия». Она являет собой  «волшебное искусство, на границе алхимии», писал Борис Пастернак. Найти «мелодию природы среди шума...	Классическая литература
https://www.biblio-globus.ru/product/10483847	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10483847.jpg	Горький М.	Дело Артамоновых	Максим Горький – крупнейший русский писатель и драматург, неоднократно номинированный на Нобелевскую премию и известный во всем мире, произведения которого переведены на десятки языков. «Дело Артамоновых» – одно из самых...	Классическая литература
https://www.biblio-globus.ru/product/10482562	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10482562.jpg	Гаскелл Э.	Север и Юг	Роман Элизабет Гаскелл Север и Юг – это история любви, рассказанная в лучших традициях викторианской литературы. Главная героиня, уроженка Южной Англии Маргарет Хейл, вынуждена переехать в северные промышленные районы....	Классическая литература
https://www.biblio-globus.ru/product/10388020	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10388020.jpg	Леонов Л. М.	Русский лес	Поэтический миф о единстве мира, в котором человек обретает счастье, лишь осознав себя его частью, «кровинкой» и «былинкой», и доверившись главному закону природы – закону таинственной связи всего живого на земле, закону памяти о...	Классическая литература
https://www.biblio-globus.ru/product/10309137	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10309137.jpg	Лондон Дж.	Сын Волка	В книгу вошли два ранних сборника рассказов Джека Лондона – «Сын Волка» (1900) и «Бог его отцов» (1901), повествующих об американском Севере, об увлекательных странствиях и рискованных приключениях, которые довелось пережить...	Классическая литература
https://www.biblio-globus.ru/product/10929477	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10929477.jpg	Фолкнер У. 	Непобежденные	"Небольшой роман, созданный на основе раннего цикла рассказов Фолкнера, над которыми писатель работал много лет, переписывая его и сводя в единое целое.
Семь историй из жизни маленького городка Йокнапатофа во время Гражданской..."	Классическая литература
https://www.biblio-globus.ru/product/10927129	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10927129.jpg	Шекспир У. 	Король Лир. Ричард III	"«Гремит лишь то, что пусто изнутри», «Полцарства за коня!» — вечно актуальные цитаты Шекспира из гениальных трагедий, вошедших в этот сборник. Трагедий, не сходящих с театральных сцен и снова и снова экранизируемых. 
«Король Лир»..."	Классическая литература
https://www.biblio-globus.ru/product/10921307	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10921307.jpg	Хейли А. 	Вечерние новости	"«Вторая древнейшая профессия» — или «третья сила»?
«Акулы пера» — или «телекиллеры»?
Как только не называли журналистов!
Утро телеканала начинается с планерки, и там спокойно, за кофе и сигаретами, обсуждается, каким номером..."	Классическая литература
https://www.biblio-globus.ru/product/10920098	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10920098.jpg	Толстой Л.Н. 	Казаки	"Вошедшие в этот сборник произведения, написанные     Л.Н. Толстым в разные годы, можно отнести условно к двум темам – «войны» и «мира».
«Военная» тема представлена произведениями времен «покорения Кавказа» – замечательной  по..."	Классическая литература
https://www.biblio-globus.ru/product/10918952	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10918952.jpg	Гоголь Н.В.	Вий и другие повести из цикла &quot;Миргород&quot;	В книгу вошли самые любимые российским читателем произведения Н. В. Гоголя. «Вий» с леденящим душу сюжетом и колоритными персонажами, эпический «Тарас Бульба» и другие повести. Иван Иванов, который создал блестящие иллюстрации к...	Классическая литература
https://www.biblio-globus.ru/product/10918976	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10918976.jpg	Пушкин  А.С.	Маленькие трагедии.	В издании представлены «Маленькие трагедии» А. С. Пушкина («Скупой рыцарь», «Моцарт и Сальери», «Каменный гость», «Пир во время чумы») с замечательными иллюстрациями Екатерины Климовой. Книга подготовлена с использованием...	Классическая литература
https://www.biblio-globus.ru/product/10917832	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10917832.jpg	Воннегут К. 	Рецидивист	"Курт Воннегут (1922-2007) – американский писатель, сатирик, журналист и художник, культовая фигура в литературе двадцатого века. Автор знаменитых на весь мир романов «Колыбель для кошки» и «Бойня номер пять». 


Блестящая книга,..."	Классическая литература
https://www.biblio-globus.ru/product/10916223	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10916223.jpg	Васильев  Б.Л.	Владимир Красное Cолнышко	В русских былинах киевский князь Владимир зовется Красным Солнышком, а в историю он вошел как Владимир Святой: его выбор предопределил Крещение Руси. Нелегко далось князю введение новой веры в своих владениях – он столкнулся с...	Классическая литература
https://www.biblio-globus.ru/product/10917779	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10917779.jpg	Диккенс Ч. 	Лавка древностей	"Переплетение реалистического повествования и сказки с элементами готики, «причудливыми», «странными и гротескными» персонажами, мрачными тайнами. 
В романе о Нелл, маленькой девочке «бесконечно милого нрава», ее деде, выжившем из..."	Классическая литература
https://www.biblio-globus.ru/product/10908606	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10908606.jpg	Толстой А.К. 	История России в стихах. Подробный иллюстрированный комментарий.	"«Веселая царица была Елисавет: поет и веселится, порядка только нет».
В издании приводится текст знаменитой поэмы А. К. Толстого в 83 стихах, повествующей об истории государства Российского от Гостомысла до Тимашева, и подробный..."	Классическая литература
https://www.biblio-globus.ru/product/10889085	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10889085.jpg	Тургенев И.С.	Записки охотника	"«Записки охотника» — одно из лучших произведений, описывающее жизнь и быт русской провинции, а еще образец литературного языка, которым так блестяще владел Иван Сергеевич Тургенев.
Иллюстрации Ани и Вари Кендель как нельзя лучше..."	Классическая литература
https://www.biblio-globus.ru/product/10889373	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10889373.jpg	Фицджеральд Ф.С. 	Великий Гэтсби	"Америка, 1925 год. Время «сухого закона», гангстерских разборок, шикарных вечеринок, блистательного джаза и яркой жизни. 
В поисках американской мечты Ник Каррауэй приезжает в Нью-Йорк и селится по соседству с таинственным..."	Классическая литература
https://www.biblio-globus.ru/product/10887010	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10887010.jpg	Некрасов Н.А. 	Кому на Руси жить хорошо	«Живой сокровищницей русской души и речи» называла Марина Цветаева творчество Николая Некрасова. Неиссякающая сила поэта Н.А. Некрасова - в особой доверительности его художественных интонаций: они обращены к сокровенным сторонам...	Классическая литература
https://www.biblio-globus.ru/product/10864275	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10864275.jpg	Беляев А.Р. 	Остров погибших кораблей. Голова профессора Доуэля	Александр Беляев (1884–1942) был ребенком с необыкновенно широким кругом интересов. Он конструировал летательные аппараты, фотографировал, играл на музыкальных инструментах, в юности исполнял серьезные роли в спектаклях народного...	Классическая литература
https://www.biblio-globus.ru/product/10862019	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10862019.jpg	Олкотт Л.М. 	Маленькие мужчины	Бывшая озорница и сорвиголова Джо Марч, которую читатели помнят по «Маленьким женщинам», выходит замуж и открывает экспериментальную школу для мальчиков в поместье Пламфильд. Юные ученики школы, двенадцать мальчиков-сирот разных...	Классическая литература
https://www.biblio-globus.ru/product/10858395	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10858395.jpg	Пушкин А.	&quot;Я вас любил...&quot;	Поэзия Пушкина универсальна и обманчиво-проста. «Характеристическая черта гения Пушкина, — писал И. И. Пущин, — разнообразие. Не было почти явления в природе, события в общественной жизни, которые бы прошли мимо его, не вызвав...	Классическая литература
https://www.biblio-globus.ru/product/10852253	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10852253.jpg	Мердок А. 	Под сетью	"Роман «Под сетью», дебют Мёрдок в художественной литературе, является одним из самых известных ее произведений, которое остается по-прежнему современным благодаря образу главного героя Джейка Донагью.
Переводчик и прозаик Джейк..."	Классическая литература
https://www.biblio-globus.ru/product/10849500	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10849500.jpg	Попов М	Свиток	Время действия романа «Свиток» — «век нынешний и век минувший», а также восемнадцатое столетие. Место действия — Русский Север, Москва, Санкт-Петербург, Германия, Арктика. Действующие лица — наши современники, персонажи недавнего...	Классическая литература
https://www.biblio-globus.ru/product/10849630	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10849630.jpg	Лермонтов М.Ю. 	Стихотворения	Лермонтов - второй по таланту и значению поэт России, вершинное явление русского романтизма, к романтизму несводимое, бунтарь, не только разоблачивший общество своего времени и свое поколение, морально павшее, предавшееся...	Классическая литература
https://www.biblio-globus.ru/product/10837631	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10837631.jpg	Старшинов А.	Смерть императора	Второй век нашей эры. Из разрушенной землетрясением Антиохии император Траян отправляется в свой последний поход — покорять Парфянское царство, старого врага непобедимого Рима. Тем временем военный трибун Гай Осторий Приск при...	Классическая литература
https://www.biblio-globus.ru/product/10814987	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10814987.jpg	Некрасов Н.А.	Стихотворения	Настоящее издание включает в себя наиболее известные стихотворения Николая Алексеевича Некрасова (1821-1878) — одного из крупнейших национальных мастеров слова, при жизни удостоившегося звания «первого русского поэта». Тексты...	Классическая литература
https://www.biblio-globus.ru/product/10737821	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10737821.jpg	Булгаков  М.А.	Собачье сердце	М. А. Булгаков (1891 - 1940) - один из самых ярких писателей ХХ века.  Сатирическое изображение нравов советской действительности 30-х годов, Москвы, москвичей всегда особенно удавалось писателю  —  и в рассказах, и в фельетонах...	Классическая литература
https://www.biblio-globus.ru/product/10708999	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10708999.jpg	Миллер М.	Цирцея	Цирцея – дочь великого титана Гелиоса, бога солнца, который каждый день озаряет собой небосвод. Но своей божественной природы она почти не ощущает: брат и сестра издеваются над ней, мать не выносит звуков ее голоса, а отец едва...	Классическая литература
https://www.biblio-globus.ru/product/10706841	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10706841.jpg	Булгаков М.А.	Записки юного врача	В настоящее издание выдающегося русского советского писателя Михаила Афанасьевича Булгакова (1891 - 1940) вошли цикл рассказов Записки юного врача, рассказ Морфий, повести Роковые яйца и Собачье сердце. В своих...	Классическая литература
https://www.biblio-globus.ru/product/10633133	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10633133.jpg	Данте А.	Божественная комедия	«Божественная комедия» – грандиозный памятник поэтической культуры и настоящая энциклопедия средневекового мировоззрения. В ней поэт совершает путешествие через три царства загробного мира и с удивительной наглядностью и ясностью...	Классическая литература
https://www.biblio-globus.ru/product/10633838	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10633838.jpg	Соломонов Ю.	Избранное.Олеша	Юрий Олеша - один из самых удивительных и непредсказуемых русских стилистов. Его мир - и слов, и образов, и коллизий - причудлив и завораживающ. Для современного читателя, вероятно, кое-что здесь покажется неожиданным и даже...	Классическая литература
https://www.biblio-globus.ru/product/10610255	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10610255.jpg	Кизи К.	Над кукушкиным гнездом	Подобно многочисленным громким событиям, связанным с именем «веселого проказника» Кена Кизи, его первая книга «Над кукушкиным гнездом» (1962) произвела много шума в литературной жизни Америки. Кизи был признан талантливейшим...	Классическая литература
https://www.biblio-globus.ru/product/10593741	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10593741.jpg	Пушкин А. С.	Медный всадник. Петербургская повесть : поэма	Эта книга — авторский проект замечательного художника Михаила Бычкова, в иллюстрациях которого эпизоды пушкинской поэмы и пушкинский Петербург буквально оживают. «Я не ставил перед собой задачу проиллюстрировать „Медный всадник“....	Классическая литература
https://www.biblio-globus.ru/product/10589399	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10589399.jpg	Шоу  И.	Молодые львы	Роман Шоу «Молодые львы» обрел славу едва ли не в момент написания — и продолжает пользоваться заслуженной популярностью в наши дни. “Washington Post” назвал его четвертым в списке лучших американских романов о Второй Мировой...	Классическая литература
https://www.biblio-globus.ru/product/10543273	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10543273.jpg	Дюма А.	Дама с камелиями	Александр Дюма, сын автора «Графа Монте-Кристо», «Трех мушкетеров», «Королевы Марго», доказал, что способен потягаться с великим отцом. В двадцать четыре года он написал роман «Дама с камелиями» (1848), о котором заговорил весь...	Классическая литература
https://www.biblio-globus.ru/product/10517620	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10517620.jpg	Иванов А. С.	Вечный зов. В 2 кн.	«Вечный зов» – самое масштабное произведение Анатолия Иванова, над которым писатель работал в течение тринадцати лет – с 1963-го по 1975 год. Вскоре после выхода книги, которая имела огромный читательский успех, по роману был...	Классическая литература
https://www.biblio-globus.ru/product/10508702	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10508702.jpg	Васильев Б.	Господа волонтеры	«Господа волонтеры» — первая книга романа-эпопеи Бори са Васильева «Господа офицеры» (выходил под названием «Бы ли и небыли»). Это произведение занимает особое место в творчестве писателя, который и сам был из потомственной...	Классическая литература
https://www.biblio-globus.ru/product/10494052	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10494052.jpg	Дойл А. К.	Собака Баскервилей. Его прощальный поклон. Архив Шерлока Холмса	Английский врач и писатель сэр Артур Конан Дойл известен всему миру как непревзойденный мастер детективного жанра, автор множества произведений о гениальном сыщике Шерлоке Холмсе и его верном друге докторе Ватсоне. Классические...	Классическая литература
https://www.biblio-globus.ru/product/10388795	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10388795.jpg	Ильф И.	Необыкновенные истории	Илья Ильф и Евгений Петров знакомы читателям, прежде всего, по их прославленной дилогии о приключениях обаятельного бродяги и авантюриста Остапа Бендера. Между тем в творческом наследии сатириков десятки блестящих рассказов и...	Классическая литература
https://www.biblio-globus.ru/product/10388022	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10388022.jpg	Шекспир У.	Король Лир ; Трагедия о Кориолане	Пьесы Уильяма Шекспира входят в число величайших произведений мировой литературы. В них раскрывается яркая картина жизни, кипят страсти, идет напряженная борьба. Перед нами встают грандиозные человеческие характеры, мощные,...	Классическая литература
https://www.biblio-globus.ru/product/10370092	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10370092.jpg	Тургенев И. С.	Отцы и дети	Отцы и дети (1862) - этапный, знаковый, культовый роман для своего времени. Но по мере смены исторических эпох он никак не теряет своей актуальности. Конечно, бескомпромиссный Евгений Базаров, главный герой романа, стал...	Классическая литература
https://www.biblio-globus.ru/product/10312080	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10312080.jpg	Довлатов С.	Представление	Сергей Довлатов - один из самых популярных и читаемых русских писателей конца ХХ – начала XXI века. Его повести, рассказы, записные книжки переведены на множество языков, экранизированы, изучаются в школе и вузах. Удивительно...	Классическая литература
https://www.biblio-globus.ru/product/10285565	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10285565.jpg	Довлатов С.	Марш одиноких	Сегодня Сергей Довлатов - один из самых популярных и читаемых русских писателей конца ХХ. Его произведения – та самая великая классика, которая, при все своем масштабе, остается простой, занятной и доступной любому читателю, не...	Классическая литература
https://www.biblio-globus.ru/product/10236744	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10236744.jpg	Тургенев И. С.	Отцы и дети	«Отцы и дети» — самый известный и самый философский из всех романов Тургенева. Задумывая роман, Тургенев пытался осмыслить характер и направление «новых людей» — героев новой эпохи в общественной жизни России. Так кто же он такой...	Классическая литература
https://www.biblio-globus.ru/product/10937008	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10937008.jpg	Платонов А.П. 	Чевенгур	Чевенгур» – уникальный роман А. П. Платонова (1899-1951), соединяющий в себе черты утопии и антиутопии, магического реализма и философской притчи. В тексте также прослеживаются идеи религиозного сектантства и русского...	Классическая литература
https://www.biblio-globus.ru/product/10936567	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10936567.jpg	Толстой Л.	Анна Каренина	"Величайший роман о любви, семье, свойствах страсти и смысле жизни. 
Главные книги русской литературы - совместная серия издательства Альпина.Проза и интернет-проекта Полка. Произведения, которые в ней выходят, выбраны..."	Классическая литература
https://www.biblio-globus.ru/product/10936569	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10936569.jpg	Булгаков Михаил М.	Мастер и Маргарита	Сатана правит бал в сталинской Москве, Маргарита мстит литературным критикам, тьма накрывает ненавидимый прокуратором город. Самый популярный русский роман XX века - это одновременно едкий фельетон о советских обывателях, апокриф...	Классическая литература
https://www.biblio-globus.ru/product/10936562	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10936562.jpg	Гоголь Н.	Мертвые души	Великая поэма, праздник нелепости и гротеска, от которой парадоксальным образом отсчитывают историю русского реализма. Задумав трехчастное произведение по образцу Божественной комедии, Гоголь успел завершить только первый том -...	Классическая литература
https://www.biblio-globus.ru/product/10936565	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10936565.jpg	Гончаров И.	Обломов	В эпоху, когда типичный герой русского романа страдает от невозможности приложить свои силы в России, Гончаров выводит на сцену человека, сознательно избегающего любых усилий. В споре между мечтательным Обломовым и деятельным...	Классическая литература
https://www.biblio-globus.ru/product/10936555	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10936555.jpg	Замятин Е.	Мы	"Роман о невозможности принудительного счастья, уже в 1920-е угадавший главные черты тоталитарных идеологий, образец жанра для всех русских и западных антиутопий. 
Главные книги русской литературы - совместная серия издательства..."	Классическая литература
https://www.biblio-globus.ru/product/10936570	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10936570.jpg	Толстой Л.	Детство. Отрочество. Юность	"Трилогия о взрослении, с которой Толстой входит в литературу: современники открывают для себя психологию ребенка и поражаются, с какой глубиной можно описывать внутреннюю жизнь человека.
Главные книги русской литературы -..."	Классическая литература
https://www.biblio-globus.ru/product/10936571	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10936571.jpg	Ильф И.	Двенадцать стульев	Роман о похождениях обаятельного жулика. Сатирическая энциклопедия 1930-х. Главный советский авантюрный роман, разошедшийся на цитаты. Главные книги русской литературы - совместная серия издательства Альпина.Проза и...	Классическая литература
https://www.biblio-globus.ru/product/10936686	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10936686.jpg	Бальзак О. де	Озорные рассказы	Оноре де Бальзак — великий французский писатель, у которого, по определению Льва Толстого, «в оное время учились писать все». В многочисленных романах своей «Человеческой комедии» он воссоздал пестрый, жестокий и многоликий мир,...	Классическая литература
https://www.biblio-globus.ru/product/10934272	https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10934272.jpg	Толстой Л.Н. 	Севастопольские рассказы. Севастополь в августе 1855 года.	В издании представлен третий рассказ Л. Н. Толстого «Севастополь в августе 1855 года» из цикла «Севастопольские рассказы», посвященного героической обороне Севастополя во время Крымской войны 1853–1856 гг. Великий писатель был...	Классическая литература
